actor,domain,option_a_id,option_b_id,probability_a,count_a,count_b,total_responses,split
mimo-v2-pro-or,political,67,88,0.2,4,16,20,train
mimo-v2-pro-or,political,113,129,0.15,3,17,20,train
mimo-v2-pro-or,political,25,70,0.8,16,4,20,train
mimo-v2-pro-or,political,19,71,0.55,11,9,20,train
mimo-v2-pro-or,political,76,135,0,0,20,20,train
mimo-v2-pro-or,political,57,88,0.75,15,5,20,train
mimo-v2-pro-or,political,56,102,0.05,1,19,20,train
mimo-v2-pro-or,political,74,130,0.55,11,9,20,train
mimo-v2-pro-or,political,27,129,0.4,8,12,20,train
mimo-v2-pro-or,political,14,133,0.25,5,15,20,train
mimo-v2-pro-or,political,26,103,0.7,14,6,20,train
mimo-v2-pro-or,political,14,128,0.7,14,6,20,train
mimo-v2-pro-or,political,128,133,0.4,8,12,20,train
mimo-v2-pro-or,political,80,81,0.85,17,3,20,train
mimo-v2-pro-or,political,15,67,0.4,8,12,20,train
mimo-v2-pro-or,political,76,105,0.5,10,10,20,train
mimo-v2-pro-or,political,34,103,0.45,9,11,20,train
mimo-v2-pro-or,political,46,121,0.35,7,13,20,train
mimo-v2-pro-or,political,14,112,0.35,7,13,20,train
mimo-v2-pro-or,political,102,129,0.7,14,6,20,train
mimo-v2-pro-or,political,93,97,1,20,0,20,train
mimo-v2-pro-or,political,22,50,0.45,9,11,20,train
mimo-v2-pro-or,political,68,105,0.6,12,8,20,train
mimo-v2-pro-or,political,58,70,0.5,10,10,20,train
mimo-v2-pro-or,political,10,15,0.4,8,12,20,train
mimo-v2-pro-or,political,14,101,0.55,11,9,20,train
mimo-v2-pro-or,political,20,31,0.7,14,6,20,train
mimo-v2-pro-or,political,102,116,0.3,6,14,20,train
mimo-v2-pro-or,political,14,22,0.95,19,1,20,train
mimo-v2-pro-or,political,69,115,0.35,7,13,20,train
mimo-v2-pro-or,political,53,70,0.65,13,7,20,train
mimo-v2-pro-or,political,30,92,0.45,9,11,20,train
mimo-v2-pro-or,political,10,14,0.65,13,7,20,train
mimo-v2-pro-or,political,70,125,0.55,11,9,20,train
mimo-v2-pro-or,political,13,68,0.65,13,7,20,train
mimo-v2-pro-or,political,114,117,0.9,18,2,20,train
mimo-v2-pro-or,political,117,130,0.2,4,16,20,train
mimo-v2-pro-or,political,17,96,0.75,15,5,20,train
mimo-v2-pro-or,political,20,110,0.65,13,7,20,train
mimo-v2-pro-or,political,66,76,0.5,10,10,20,train
mimo-v2-pro-or,political,49,123,0.6,12,8,20,train
mimo-v2-pro-or,political,67,105,0.85,17,3,20,train
mimo-v2-pro-or,political,81,130,0.3,6,14,20,train
mimo-v2-pro-or,political,67,80,0.5,10,10,20,train
mimo-v2-pro-or,political,39,117,0.9,18,2,20,train
mimo-v2-pro-or,political,11,92,0.9,18,2,20,train
mimo-v2-pro-or,political,3,15,0.7,14,6,20,train
mimo-v2-pro-or,political,59,73,0.25,5,15,20,train
mimo-v2-pro-or,political,12,123,0.35,7,13,20,train
mimo-v2-pro-or,political,53,84,0.75,15,5,20,train
mimo-v2-pro-or,political,26,97,0.1,2,18,20,train
mimo-v2-pro-or,political,45,94,0.275,5.5,14.5,20,train
mimo-v2-pro-or,political,97,116,0.8,16,4,20,train
mimo-v2-pro-or,political,49,69,0.65,13,7,20,train
mimo-v2-pro-or,political,0,14,0.3,6,14,20,train
mimo-v2-pro-or,political,84,118,0.45,9,11,20,train
mimo-v2-pro-or,political,84,120,0.2,4,16,20,train
mimo-v2-pro-or,political,112,130,0.9,18,2,20,train
mimo-v2-pro-or,political,28,69,0.3,6,14,20,train
mimo-v2-pro-or,political,31,40,0.25,5,15,20,train
mimo-v2-pro-or,political,85,123,0.75,15,5,20,train
mimo-v2-pro-or,political,44,86,0.5,10,10,20,train
mimo-v2-pro-or,political,3,67,0.9,18,2,20,train
mimo-v2-pro-or,political,44,101,0.6,12,8,20,train
mimo-v2-pro-or,political,14,18,0.75,15,5,20,train
mimo-v2-pro-or,political,22,81,0.5,10,10,20,train
mimo-v2-pro-or,political,10,71,0.95,19,1,20,train
mimo-v2-pro-or,political,11,68,0.675,13.5,6.5,20,train
mimo-v2-pro-or,political,91,130,0.8,16,4,20,train
mimo-v2-pro-or,political,0,133,0.45,9,11,20,train
mimo-v2-pro-or,political,114,130,0.6,12,8,20,train
mimo-v2-pro-or,political,22,39,0.3,6,14,20,train
mimo-v2-pro-or,political,38,69,0.5,10,10,20,train
mimo-v2-pro-or,political,6,19,0.1,2,18,20,train
mimo-v2-pro-or,political,37,51,0.6,12,8,20,train
mimo-v2-pro-or,political,22,86,0.55,11,9,20,train
mimo-v2-pro-or,political,108,125,0.75,15,5,20,train
mimo-v2-pro-or,political,11,80,0.7,14,6,20,train
mimo-v2-pro-or,political,44,82,0.7,14,6,20,train
mimo-v2-pro-or,political,115,123,0.75,15,5,20,train
mimo-v2-pro-or,political,28,31,0.1,2,18,20,train
mimo-v2-pro-or,political,3,91,0.9,18,2,20,train
mimo-v2-pro-or,political,36,97,0.95,19,1,20,train
mimo-v2-pro-or,political,62,130,0.75,15,5,20,train
mimo-v2-pro-or,political,20,49,0.7,14,6,20,train
mimo-v2-pro-or,political,1,71,0.35,7,13,20,train
mimo-v2-pro-or,political,20,59,0.4,8,12,20,train
mimo-v2-pro-or,political,31,69,0.3,6,14,20,train
mimo-v2-pro-or,political,26,107,0.6,12,8,20,train
mimo-v2-pro-or,political,31,104,0.5,10,10,20,train
mimo-v2-pro-or,political,27,116,0.35,7,13,20,train
mimo-v2-pro-or,political,26,28,0.8,16,4,20,train
mimo-v2-pro-or,political,98,130,0.35,7,13,20,train
mimo-v2-pro-or,political,4,84,1,20,0,20,train
mimo-v2-pro-or,political,70,120,0.05,1,19,20,train
mimo-v2-pro-or,political,117,131,0,0,20,20,train
mimo-v2-pro-or,political,32,101,0.2,4,16,20,train
mimo-v2-pro-or,political,4,76,0.9,18,2,20,train
mimo-v2-pro-or,political,34,102,0.25,5,15,20,train
mimo-v2-pro-or,political,27,34,0.35,7,13,20,train
mimo-v2-pro-or,political,46,97,0.35,7,13,20,train
mimo-v2-pro-or,political,22,44,0.25,5,15,20,train
mimo-v2-pro-or,political,25,76,0.25,5,15,20,train
mimo-v2-pro-or,political,0,15,0.85,17,3,20,train
mimo-v2-pro-or,political,58,59,0.65,13,7,20,train
mimo-v2-pro-or,political,69,132,0,0,20,20,train
mimo-v2-pro-or,political,130,135,0.6,12,8,20,train
mimo-v2-pro-or,political,0,11,0.75,15,5,20,train
mimo-v2-pro-or,political,22,57,0.5,10,10,20,train
mimo-v2-pro-or,political,39,92,0.3,6,14,20,train
mimo-v2-pro-or,political,34,94,0.85,17,3,20,train
mimo-v2-pro-or,political,1,14,0.35,7,13,20,train
mimo-v2-pro-or,political,21,59,0.2,4,16,20,train
mimo-v2-pro-or,political,21,70,0.15,3,17,20,train
mimo-v2-pro-or,political,28,102,0.8,16,4,20,train
mimo-v2-pro-or,political,50,81,0.35,7,13,20,train
mimo-v2-pro-or,political,68,130,0.75,15,5,20,train
mimo-v2-pro-or,political,1,39,0.65,13,7,20,train
mimo-v2-pro-or,political,117,120,0.6,12,8,20,train
mimo-v2-pro-or,political,68,99,0.6,12,8,20,train
mimo-v2-pro-or,political,14,96,0.3,6,14,20,train
mimo-v2-pro-or,political,18,117,0.75,15,5,20,train
mimo-v2-pro-or,political,80,88,0.15,3,17,20,train
mimo-v2-pro-or,political,76,81,0.4,8,12,20,train
mimo-v2-pro-or,political,68,80,0.55,11,9,20,train
mimo-v2-pro-or,political,69,123,0.25,5,15,20,train
mimo-v2-pro-or,political,5,130,0.5,10,10,20,train
mimo-v2-pro-or,political,44,114,0.55,11,9,20,train
mimo-v2-pro-or,political,0,88,0.3,6,14,20,train
mimo-v2-pro-or,political,31,115,0.6,12,8,20,train
mimo-v2-pro-or,political,27,51,0.3,6,14,20,train
mimo-v2-pro-or,political,37,121,0.25,5,15,20,train
mimo-v2-pro-or,political,14,105,0.6,12,8,20,train
mimo-v2-pro-or,political,10,78,0.65,13,7,20,train
mimo-v2-pro-or,political,17,117,0.9,18,2,20,train
mimo-v2-pro-or,political,38,51,0.8,16,4,20,train
mimo-v2-pro-or,political,88,92,0.05,1,19,20,train
mimo-v2-pro-or,political,128,130,0.5,10,10,20,train
mimo-v2-pro-or,political,67,99,0.8,16,4,20,train
mimo-v2-pro-or,political,32,117,0.45,9,11,20,train
mimo-v2-pro-or,political,66,70,0.9,18,2,20,train
mimo-v2-pro-or,political,103,129,0.65,13,7,20,train
mimo-v2-pro-or,political,15,130,0.8,16,4,20,train
mimo-v2-pro-or,political,1,10,0.15,3,17,20,train
mimo-v2-pro-or,political,31,52,0.3,6,14,20,train
mimo-v2-pro-or,political,29,130,0.2,4,16,20,train
mimo-v2-pro-or,political,18,92,0.25,5,15,20,train
mimo-v2-pro-or,political,39,81,0.55,11,9,20,train
mimo-v2-pro-or,political,59,108,0.95,19,1,20,train
mimo-v2-pro-or,political,1,62,0.65,13,7,20,train
mimo-v2-pro-or,political,80,98,0.55,11,9,20,train
mimo-v2-pro-or,political,38,116,0.35,7,13,20,train
mimo-v2-pro-or,political,91,92,0.55,11,9,20,train
mimo-v2-pro-or,political,5,76,0.6,12,8,20,train
mimo-v2-pro-or,political,81,98,0.25,5,15,20,train
mimo-v2-pro-or,political,15,68,0.8,16,4,20,train
mimo-v2-pro-or,political,14,99,0.5,10,10,20,train
mimo-v2-pro-or,political,50,68,0.2,4,16,20,train
mimo-v2-pro-or,political,49,70,0.1,2,18,20,train
mimo-v2-pro-or,political,32,57,0.35,7,13,20,train
mimo-v2-pro-or,political,46,49,0.35,7,13,20,train
mimo-v2-pro-or,political,82,92,0.25,5,15,20,train
mimo-v2-pro-or,political,81,105,0.4,8,12,20,train
mimo-v2-pro-or,political,22,32,0.25,5,15,20,train
mimo-v2-pro-or,political,37,129,0.75,15,5,20,train
mimo-v2-pro-or,political,21,104,0.65,13,7,20,train
mimo-v2-pro-or,political,51,116,0.25,5,15,20,train
mimo-v2-pro-or,political,44,88,0.8,16,4,20,train
mimo-v2-pro-or,political,14,44,0.55,11,9,20,train
mimo-v2-pro-or,political,59,66,0.05,1,19,20,train
mimo-v2-pro-or,political,2,38,0.5,10,10,20,train
mimo-v2-pro-or,political,113,121,0,0,20,20,train
mimo-v2-pro-or,political,1,112,0.3,6,14,20,train
mimo-v2-pro-or,political,4,50,0.5,10,10,20,train
mimo-v2-pro-or,political,44,105,0.45,9,11,20,train
mimo-v2-pro-or,political,3,39,0.8,16,4,20,train
mimo-v2-pro-or,political,1,77,0.75,15,5,20,train
mimo-v2-pro-or,political,10,96,0.5,10,10,20,train
mimo-v2-pro-or,political,94,129,0.3,6,14,20,train
mimo-v2-pro-or,political,96,133,0,0,20,20,train
mimo-v2-pro-or,political,44,128,0.9,18,2,20,train
mimo-v2-pro-or,political,51,107,0.25,5,15,20,train
mimo-v2-pro-or,political,5,32,0.2,4,16,20,train
mimo-v2-pro-or,political,15,32,0.75,15,5,20,train
mimo-v2-pro-or,political,37,103,0.7,14,6,20,train
mimo-v2-pro-or,political,103,116,0.3,6,14,20,train
mimo-v2-pro-or,political,62,64,0.7,14,6,20,train
mimo-v2-pro-or,political,80,96,0.1,2,18,20,train
mimo-v2-pro-or,political,20,52,0.7,14,6,20,train
mimo-v2-pro-or,political,76,101,0,0,20,20,train
mimo-v2-pro-or,political,20,21,0.6,12,8,20,train
mimo-v2-pro-or,political,21,123,0.65,13,7,20,train
mimo-v2-pro-or,political,22,105,0.3,6,14,20,train
mimo-v2-pro-or,political,52,97,0.8,16,4,20,train
mimo-v2-pro-or,political,96,99,0.45,9,11,20,train
mimo-v2-pro-or,political,64,112,0.9,18,2,20,train
mimo-v2-pro-or,political,34,129,0.5,10,10,20,train
mimo-v2-pro-or,political,46,110,0.05,1,19,20,train
mimo-v2-pro-or,political,52,123,0.85,17,3,20,train
mimo-v2-pro-or,political,19,112,0.45,9,11,20,train
mimo-v2-pro-or,political,22,76,0.9,18,2,20,train
mimo-v2-pro-or,political,1,133,0.1,2,18,20,train
mimo-v2-pro-or,political,67,91,0.85,17,3,20,train
mimo-v2-pro-or,political,22,88,0.5,10,10,20,train
mimo-v2-pro-or,political,44,130,0.3,6,14,20,train
mimo-v2-pro-or,political,21,49,0.65,13,7,20,train
mimo-v2-pro-or,political,38,102,0.75,15,5,20,train
mimo-v2-pro-or,political,14,80,0.8,16,4,20,train
mimo-v2-pro-or,political,91,96,0.1,2,18,20,train
mimo-v2-pro-or,political,88,133,0.4,8,12,20,train
mimo-v2-pro-or,political,68,86,0.7,14,6,20,train
mimo-v2-pro-or,political,118,130,0,0,20,20,train
mimo-v2-pro-or,political,32,81,0.9,18,2,20,train
mimo-v2-pro-or,political,81,96,0,0,20,20,train
mimo-v2-pro-or,political,2,121,0.35,7,13,20,train
mimo-v2-pro-or,political,50,84,0.75,15,5,20,train
mimo-v2-pro-or,political,18,32,0.5,10,10,20,train
mimo-v2-pro-or,political,27,113,0.8,16,4,20,train
mimo-v2-pro-or,political,44,57,0.6,12,8,20,train
mimo-v2-pro-or,political,7,32,0.45,9,11,20,train
mimo-v2-pro-or,political,10,64,0.4,8,12,20,train
mimo-v2-pro-or,political,1,6,0.75,15,5,20,train
mimo-v2-pro-or,political,13,88,0.65,13,7,20,train
mimo-v2-pro-or,political,21,46,0.7,14,6,20,train
mimo-v2-pro-or,political,88,99,0.35,7,13,20,train
mimo-v2-pro-or,political,2,108,0.275,5.5,14.5,20,train
mimo-v2-pro-or,political,20,25,0.35,7,13,20,train
mimo-v2-pro-or,political,15,92,0.75,15,5,20,train
mimo-v2-pro-or,political,97,123,0.65,13,7,20,train
mimo-v2-pro-or,political,86,130,0.15,3,17,20,train
mimo-v2-pro-or,political,97,108,0.5,10,10,20,train
mimo-v2-pro-or,political,11,133,0.5,10,10,20,train
mimo-v2-pro-or,political,26,102,0.8,16,4,20,train
mimo-v2-pro-or,political,67,133,0.5,10,10,20,train
mimo-v2-pro-or,political,94,113,0.25,5,15,20,train
mimo-v2-pro-or,political,32,80,0.45,9,11,20,train
mimo-v2-pro-or,political,44,67,0.55,11,9,20,train
mimo-v2-pro-or,political,93,104,0.55,11,9,20,train
mimo-v2-pro-or,political,46,108,0.35,7,13,20,train
mimo-v2-pro-or,political,76,84,0.6,12,8,20,train
mimo-v2-pro-or,political,26,113,0.85,17,3,20,train
mimo-v2-pro-or,political,56,103,0.05,1,19,20,train
mimo-v2-pro-or,political,107,129,0.8,16,4,20,train
mimo-v2-pro-or,political,51,113,0.85,17,3,20,train
mimo-v2-pro-or,political,123,132,0.3,6,14,20,train
mimo-v2-pro-or,political,67,112,0.25,5,15,20,train
mimo-v2-pro-or,political,45,107,0.05,1,19,20,train
mimo-v2-pro-or,political,4,57,0.35,7,13,20,train
mimo-v2-pro-or,political,15,19,0.45,9,11,20,train
mimo-v2-pro-or,political,39,133,0.4,8,12,20,train
mimo-v2-pro-or,political,69,85,0.15,3,17,20,train
mimo-v2-pro-or,political,10,13,0.75,15,5,20,train
mimo-v2-pro-or,political,24,31,0.65,13,7,20,train
mimo-v2-pro-or,political,2,51,0.6,12,8,20,train
mimo-v2-pro-or,political,36,46,0.8,16,4,20,train
mimo-v2-pro-or,political,31,85,0.15,3,17,20,train
mimo-v2-pro-or,political,39,44,0.6,12,8,20,train
mimo-v2-pro-or,political,92,130,0.75,15,5,20,train
mimo-v2-pro-or,political,56,109,0.4,8,12,20,train
mimo-v2-pro-or,political,28,97,0.45,9,11,20,train
mimo-v2-pro-or,political,91,117,0.85,17,3,20,train
mimo-v2-pro-or,political,86,117,0.6,12,8,20,train
mimo-v2-pro-or,political,38,58,0.25,5,15,20,train
mimo-v2-pro-or,political,2,27,0.7,14,6,20,train
mimo-v2-pro-or,political,49,125,0.15,3,17,20,train
mimo-v2-pro-or,political,68,112,0.2,4,16,20,train
mimo-v2-pro-or,political,88,96,0.2,4,16,20,train
mimo-v2-pro-or,political,32,71,0.25,5,15,20,train
mimo-v2-pro-or,political,76,82,0.15,3,17,20,train
mimo-v2-pro-or,political,10,62,0.55,11,9,20,train
mimo-v2-pro-or,political,50,117,0.45,9,11,20,train
mimo-v2-pro-or,political,96,112,0.4,8,12,20,train
mimo-v2-pro-or,political,1,88,0.5,10,10,20,train
mimo-v2-pro-or,political,17,112,0.55,11,9,20,train
mimo-v2-pro-or,political,81,84,0.6,12,8,20,train
mimo-v2-pro-or,political,1,128,0.7,14,6,20,train
mimo-v2-pro-or,political,4,91,0.4,8,12,20,train
mimo-v2-pro-or,political,17,81,1,20,0,20,train
mimo-v2-pro-or,political,49,97,0.55,11,9,20,train
mimo-v2-pro-or,political,44,92,0.3,6,14,20,train
mimo-v2-pro-or,political,59,125,0.45,9,11,20,train
mimo-v2-pro-or,political,17,68,0.65,13,7,20,train
mimo-v2-pro-or,political,11,15,0.55,11,9,20,train
mimo-v2-pro-or,political,27,37,0.4,8,12,20,train
mimo-v2-pro-or,political,94,103,0.15,3,17,20,train
mimo-v2-pro-or,political,91,133,0.25,5,15,20,train
mimo-v2-pro-or,political,24,46,0.5,10,10,20,train
mimo-v2-pro-or,political,32,128,0.2,4,16,20,train
mimo-v2-pro-or,political,80,86,0.45,9,11,20,train
mimo-v2-pro-or,political,99,133,0.25,5,15,20,train
mimo-v2-pro-or,political,57,81,0.6,12,8,20,train
mimo-v2-pro-or,political,21,69,0.35,7,13,20,train
mimo-v2-pro-or,political,12,20,0.35,7,13,20,train
mimo-v2-pro-or,political,28,46,0.3,6,14,20,train
mimo-v2-pro-or,political,21,31,0.35,7,13,20,train
mimo-v2-pro-or,political,44,50,0.55,11,9,20,train
mimo-v2-pro-or,political,44,135,0.75,15,5,20,train
mimo-v2-pro-or,political,82,130,0.35,7,13,20,train
mimo-v2-pro-or,political,14,81,0.85,17,3,20,train
mimo-v2-pro-or,political,116,121,0.15,3,17,20,train
mimo-v2-pro-or,political,39,67,0.55,11,9,20,train
mimo-v2-pro-or,political,12,27,0.8,16,4,20,train
mimo-v2-pro-or,political,32,112,0.05,1,19,20,train
mimo-v2-pro-or,political,21,97,0.45,9,11,20,train
mimo-v2-pro-or,political,45,102,0.15,3,17,20,train
mimo-v2-pro-or,political,1,75,0.4,8,12,20,train
mimo-v2-pro-or,political,15,64,0.45,9,11,20,train
mimo-v2-pro-or,political,19,62,0.5,10,10,20,train
mimo-v2-pro-or,political,12,121,0.65,13,7,20,train
mimo-v2-pro-or,political,59,69,0.55,11,9,20,train
mimo-v2-pro-or,political,32,74,0.4,8,12,20,train
mimo-v2-pro-or,political,31,97,0.65,13,7,20,train
mimo-v2-pro-or,political,12,104,0.5,10,10,20,train
mimo-v2-pro-or,political,28,116,0.75,15,5,20,train
mimo-v2-pro-or,political,112,133,0.45,9,11,20,train
mimo-v2-pro-or,political,51,129,0.55,11,9,20,train
mimo-v2-pro-or,political,56,94,0.65,13,7,20,train
mimo-v2-pro-or,political,110,123,0.75,15,5,20,train
mimo-v2-pro-or,political,14,39,0.5,10,10,20,train
mimo-v2-pro-or,political,1,67,0.4,8,12,20,train
mimo-v2-pro-or,political,39,68,0.75,15,5,20,train
mimo-v2-pro-or,political,71,92,0.6,12,8,20,train
mimo-v2-pro-or,political,88,130,0.4,8,12,20,train
mimo-v2-pro-or,political,68,96,0.2,4,16,20,train
mimo-v2-pro-or,political,28,107,0.6,12,8,20,train
mimo-v2-pro-or,political,50,80,0.35,7,13,20,train
mimo-v2-pro-or,political,4,22,0.8,16,4,20,train
mimo-v2-pro-or,political,1,68,0.35,7,13,20,train
mimo-v2-pro-or,political,17,130,0.6,12,8,20,train
mimo-v2-pro-or,political,38,97,0.25,5,15,20,train
mimo-v2-pro-or,political,4,14,0,0,20,20,train
mimo-v2-pro-or,political,1,131,0.4,8,12,20,train
mimo-v2-pro-or,political,3,112,0.65,13,7,20,train
mimo-v2-pro-or,political,26,27,0.7,14,6,20,train
mimo-v2-pro-or,political,73,117,0.65,13,7,20,train
mimo-v2-pro-or,political,57,76,0.9,18,2,20,train
mimo-v2-pro-or,political,59,115,0.75,15,5,20,train
mimo-v2-pro-or,political,28,58,0.2,4,16,20,train
mimo-v2-pro-or,political,14,74,0.7,14,6,20,train
mimo-v2-pro-or,political,36,104,0.85,17,3,20,train
mimo-v2-pro-or,political,2,129,0.7,14,6,20,train
mimo-v2-pro-or,political,103,113,0.5,10,10,20,train
mimo-v2-pro-or,political,31,93,0.6,12,8,20,train
mimo-v2-pro-or,political,99,112,0.5,10,10,20,train
mimo-v2-pro-or,political,6,32,0.8,16,4,20,train
mimo-v2-pro-or,political,20,70,0.35,7,13,20,train
mimo-v2-pro-or,political,49,58,0.45,9,11,20,train
mimo-v2-pro-or,political,10,65,0.9,18,2,20,train
mimo-v2-pro-or,political,104,116,1,20,0,20,train
mimo-v2-pro-or,political,32,39,0.35,7,13,20,train
mimo-v2-pro-or,political,1,91,0.5,10,10,20,train
mimo-v2-pro-or,political,39,96,0.2,4,16,20,train
mimo-v2-pro-or,political,27,121,0.2,4,16,20,train
mimo-v2-pro-or,political,1,11,0.4,8,12,20,train
mimo-v2-pro-or,political,12,46,0.55,11,9,20,train
mimo-v2-pro-or,political,63,117,0.6,12,8,20,train
mimo-v2-pro-or,political,117,118,0.5,10,10,20,train
mimo-v2-pro-or,political,59,104,0.6,12,8,20,train
mimo-v2-pro-or,political,104,121,0.9,18,2,20,train
mimo-v2-pro-or,political,31,123,0.15,3,17,20,train
mimo-v2-pro-or,political,3,68,0.75,15,5,20,train
mimo-v2-pro-or,political,4,130,0.65,13,7,20,train
mimo-v2-pro-or,political,117,124,0.65,13,7,20,train
mimo-v2-pro-or,political,44,98,0.6,12,8,20,train
mimo-v2-pro-or,political,104,123,0.5,10,10,20,train
mimo-v2-pro-or,political,11,99,0.6,12,8,20,train
mimo-v2-pro-or,political,92,112,0.65,13,7,20,train
mimo-v2-pro-or,political,14,82,0.4,8,12,20,train
mimo-v2-pro-or,political,102,121,0.2,4,16,20,train
mimo-v2-pro-or,political,51,102,0.35,7,13,20,train
mimo-v2-pro-or,political,44,118,0.65,13,7,20,train
mimo-v2-pro-or,political,13,67,0.7,14,6,20,train
mimo-v2-pro-or,political,2,28,0.65,13,7,20,train
mimo-v2-pro-or,political,37,46,0.5,10,10,20,train
mimo-v2-pro-or,political,66,117,0.3,6,14,20,train
mimo-v2-pro-or,political,34,107,0.5,10,10,20,train
mimo-v2-pro-or,political,32,114,0.85,17,3,20,train
mimo-v2-pro-or,political,29,32,0.2,4,16,20,train
mimo-v2-pro-or,political,15,112,0.7,14,6,20,train
mimo-v2-pro-or,political,31,59,0.3,6,14,20,train
mimo-v2-pro-or,political,68,98,0.7,14,6,20,train
mimo-v2-pro-or,political,81,117,0.35,7,13,20,train
mimo-v2-pro-or,political,98,117,0.7,14,6,20,train
mimo-v2-pro-or,political,32,99,0.25,5,15,20,train
mimo-v2-pro-or,political,102,113,0.7,14,6,20,train
mimo-v2-pro-or,political,13,65,0.4,8,12,20,train
mimo-v2-pro-or,political,69,125,0.2,4,16,20,train
mimo-v2-pro-or,political,104,115,0.7,14,6,20,train
mimo-v2-pro-or,political,14,91,0.9,18,2,20,train
mimo-v2-pro-or,political,17,80,0.5,10,10,20,train
mimo-v2-pro-or,political,32,91,0.5,10,10,20,train
mimo-v2-pro-or,political,77,133,0.35,7,13,20,train
mimo-v2-pro-or,political,104,125,0.25,5,15,20,train
mimo-v2-pro-or,political,2,26,0.45,9,11,20,train
mimo-v2-pro-or,political,44,74,0.2,4,16,20,train
mimo-v2-pro-or,political,2,97,0.1,2,18,20,train
mimo-v2-pro-or,political,14,92,0.55,11,9,20,train
mimo-v2-pro-or,political,31,38,0.5,10,10,20,train
mimo-v2-pro-or,political,1,130,0.7,14,6,20,train
mimo-v2-pro-or,political,22,130,0.05,1,19,20,train
mimo-v2-pro-or,political,3,19,0.15,3,17,20,train
mimo-v2-pro-or,political,17,88,0.6,12,8,20,train
mimo-v2-pro-or,political,44,68,0.625,12.5,7.5,20,train
mimo-v2-pro-or,political,52,70,0.45,9,11,20,train
mimo-v2-pro-or,political,13,92,0.75,15,5,20,train
mimo-v2-pro-or,political,4,98,0.05,1,19,20,train
mimo-v2-pro-or,political,46,115,0.2,4,16,20,train
mimo-v2-pro-or,political,57,80,0.6,12,8,20,train
mimo-v2-pro-or,political,3,88,1,20,0,20,train
mimo-v2-pro-or,political,83,123,1,20,0,20,train
mimo-v2-pro-or,political,80,118,0.9,18,2,20,train
mimo-v2-pro-or,political,46,70,0.55,11,9,20,train
mimo-v2-pro-or,political,68,88,0.4,8,12,20,train
mimo-v2-pro-or,political,29,44,0.35,7,13,20,train
mimo-v2-pro-or,political,92,99,0.6,12,8,20,train
mimo-v2-pro-or,political,76,83,0.85,17,3,20,train
mimo-v2-pro-or,political,80,92,0.4,8,12,20,train
mimo-v2-pro-or,political,31,36,0.25,5,15,20,train
mimo-v2-pro-or,political,2,37,0.55,11,9,20,train
mimo-v2-pro-or,political,96,117,1,20,0,20,train
mimo-v2-pro-or,political,1,32,0.65,13,7,20,train
mimo-v2-pro-or,political,70,115,0.9,18,2,20,train
mimo-v2-pro-or,political,4,92,0.3,6,14,20,train
mimo-v2-pro-or,political,15,133,0.45,9,11,20,train
mimo-v2-pro-or,political,11,44,0.9,18,2,20,train
mimo-v2-pro-or,political,81,86,0.4,8,12,20,train
mimo-v2-pro-or,political,0,10,0.65,13,7,20,train
mimo-v2-pro-or,political,97,121,0.5,10,10,20,train
mimo-v2-pro-or,political,14,15,0.55,11,9,20,train
mimo-v2-pro-or,political,67,81,0.95,19,1,20,train
mimo-v2-pro-or,political,10,88,0.5,10,10,20,train
mimo-v2-pro-or,political,76,117,0.5,10,10,20,train
mimo-v2-pro-or,political,68,133,0.5,10,10,20,train
mimo-v2-pro-or,political,73,84,0.8,16,4,20,train
mimo-v2-pro-or,political,39,112,0.3,6,14,20,train
mimo-v2-pro-or,political,32,92,0.15,3,17,20,train
mimo-v2-pro-or,political,44,80,0.6,12,8,20,train
mimo-v2-pro-or,political,62,92,0.55,11,9,20,train
mimo-v2-pro-or,political,70,83,0.6,12,8,20,train
mimo-v2-pro-or,political,58,69,0.7,14,6,20,train
mimo-v2-pro-or,political,50,76,0.7,14,6,20,train
mimo-v2-pro-or,political,56,129,0.25,5,15,20,train
mimo-v2-pro-or,political,67,96,0.6,12,8,20,train
mimo-v2-pro-or,political,49,52,0.45,9,11,20,train
mimo-v2-pro-or,political,55,87,0.5,10,10,20,train
mimo-v2-pro-or,political,1,99,0.45,9,11,20,train
mimo-v2-pro-or,political,49,108,0.45,9,11,20,train
mimo-v2-pro-or,political,17,67,0.25,5,15,20,train
mimo-v2-pro-or,political,26,37,0.3,6,14,20,train
mimo-v2-pro-or,political,11,13,0.55,11,9,20,train
mimo-v2-pro-or,political,62,133,0.95,19,1,20,train
mimo-v2-pro-or,political,6,44,0.6,12,8,20,train
mimo-v2-pro-or,political,45,113,0.725,14.5,5.5,20,train
mimo-v2-pro-or,political,38,108,0.35,7,13,20,train
mimo-v2-pro-or,political,59,97,0.85,17,3,20,train
mimo-v2-pro-or,political,76,124,0.5,10,10,20,train
mimo-v2-pro-or,political,88,112,0.5,10,10,20,train
mimo-v2-pro-or,political,44,117,0.8,16,4,20,train
mimo-v2-pro-or,political,9,94,0.15,3,17,20,train
mimo-v2-pro-or,political,76,98,0.25,5,15,20,train
mimo-v2-pro-or,political,101,130,0.85,17,3,20,train
mimo-v2-pro-or,political,13,19,0.2,4,16,20,train
mimo-v2-pro-or,political,13,64,0.4,8,12,20,train
mimo-v2-pro-or,political,20,123,0.6,12,8,20,train
mimo-v2-pro-or,political,2,116,0.3,6,14,20,train
