pair_uid,judge_index,vote_raw,winner_condition,success
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:151,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:151,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:152,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:152,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:152,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:153,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:153,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:153,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:154,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:154,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:154,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:155,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:155,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:155,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:156,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:156,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:156,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:157,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:157,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:157,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:158,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:158,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:158,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:159,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:159,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:159,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:160,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:160,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:160,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:161,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:161,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:161,3,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:162,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:162,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:162,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:163,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:163,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:163,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:164,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:164,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:164,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:165,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:165,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:165,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:166,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:166,2,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:166,3,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:167,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:167,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:167,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:168,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:168,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:168,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:169,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:169,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:169,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:170,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:170,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:170,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:171,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:171,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:171,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:172,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:172,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:172,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:173,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:173,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:173,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:174,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:174,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:174,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:175,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:175,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:175,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:176,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:176,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:176,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:177,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:177,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:177,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:178,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:178,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:178,3,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:179,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:179,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:179,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:180,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:180,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:180,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:181,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:181,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:181,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:182,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:182,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:182,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:183,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:183,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:183,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:184,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:184,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:184,3,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:185,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:185,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:185,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:186,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:186,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:186,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:187,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:187,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:187,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:188,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:188,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:188,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:189,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:189,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:189,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:190,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:190,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:190,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:191,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:191,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:191,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:192,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:192,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:192,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:193,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:193,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:193,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:194,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:194,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:194,3,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:195,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:195,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:195,3,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:196,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:196,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:196,3,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:197,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:197,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:197,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:198,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:198,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:198,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:199,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:199,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:199,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:200,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:200,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:200,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:201,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:201,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:201,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:202,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:202,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:202,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:203,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:203,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:203,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:204,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:204,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:204,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:205,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:205,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:205,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:206,1,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:206,2,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:206,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:207,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:207,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:207,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:208,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:208,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:208,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:209,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:209,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:209,3,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:210,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:210,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:210,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:211,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:211,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:211,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:212,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:212,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:212,3,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:213,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:213,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:213,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:214,1,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:214,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:214,3,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:215,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:215,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:215,3,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:216,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:216,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:216,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:217,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:217,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:217,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:218,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:218,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:218,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:219,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:219,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:219,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:220,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:220,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:220,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:221,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:221,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:221,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:222,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:222,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:222,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:223,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:223,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:223,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:224,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:224,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:224,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:225,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:225,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:225,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:226,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:226,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:226,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:227,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:227,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:227,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:228,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:228,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:228,3,b,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:229,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:229,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:229,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:230,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:230,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:230,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:231,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:231,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:231,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:232,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:232,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:232,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:233,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:233,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:233,3,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:234,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:234,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:234,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:235,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:235,2,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:235,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:236,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:236,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:236,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:237,1,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:237,2,a,sys_normal,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:237,3,b,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:238,1,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:238,2,a,sys_strong,true
system_prompt:grant_proposal_abstract:sys_scaleup_grant_proposal_abstract_v1:238,3,a,sys_strong,true
